,Unnamed: 0,text,state,date,star,hp_data
4322,618,Overall washing machine is good but in that price we can get Bosch and ifb washing machine with more and good features. Also built quality is not good in lg washing machine,"Certified Buyer, Karaikal","Oct, 2022",3,"LG 7 kg 5 Star with Steam, Inverter Direct Drive Technology, 6 Motion DD, Touch Panel and 1200 RPM Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (FHM1207SDM)"
4323,619,Good product,"Certified Buyer, Bangalore","Oct, 2022",3,"LG 7 kg 5 Star with Steam, Inverter Direct Drive Technology, 6 Motion DD, Touch Panel and 1200 RPM Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (FHM1207SDM)"
4324,620,This product as per value not happy,"Certified Buyer, Nawada District",4 months ago,3,"LG 7 kg 5 Star with Steam, Inverter Direct Drive Technology, 6 Motion DD, Touch Panel and 1200 RPM Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (FHM1207SDM)"
4325,621,"My old Lg 6kg front load washing machine was far better compared to this 7kg in terms of load capacity, it was taking as much as load than this 7kg.. Washing-wise it's fine, but if we are loading a little more than usual, it stucks at 7mins during the last spin cycle..","Certified Buyer, Bengaluru",7 months ago,3,"LG 7 kg 5 Star with Steam, Inverter Direct Drive Technology, 6 Motion DD, Touch Panel and 1200 RPM Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (FHM1207SDM)"
4326,622,"I don't know why but this washing machine takes too much time to wash clothes.
For example i set on a cotton mode wash. It took 1hr 52 minutes.
We buy any machine just to get work done by machine in less than the time we do.
The least time required is 30 minutes.
Also no information is shown on screen that at what spin speed it is going on. And at what temperature it will wash.
Also i faced an issue like dropped clothes in machine and clicked on start button but just after a second i stopped ...
READ MORE","Certified Buyer, Georai",10 months ago,3,"LG 7 kg 5 Star with Steam, Inverter Direct Drive Technology, 6 Motion DD, Touch Panel and 1200 RPM Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (FHM1207SDM)"
4327,623,"Little Disappointed, It's not 7 Kg, smaller drum size than 5KG, newer version company reduced drum size but saying 7 Kg,
for 4 family famembers you should buy 9 Kgs
Performance wise good product","Certified Buyer, Chittoor District",11 months ago,3,"LG 7 kg 5 Star with Steam, Inverter Direct Drive Technology, 6 Motion DD, Touch Panel and 1200 RPM Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (FHM1207SDM)"
4328,624,It's not working properly and it will struck during the washing.,"Certified Buyer, Chikmagalur District","Jan, 2023",3,"LG 7 kg 5 Star with Steam, Inverter Direct Drive Technology, 6 Motion DD, Touch Panel and 1200 RPM Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (FHM1207SDM)"
4329,625,Looking good we started checking the performance of machines hope leads to good durability,"Certified Buyer, Bidadi","Nov, 2022",3,"LG 7 kg 5 Star with Steam, Inverter Direct Drive Technology, 6 Motion DD, Touch Panel and 1200 RPM Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (FHM1207SDM)"
4330,626,It is good only but it vibrates a lot while spinning and makes noise coz of that,"Certified Buyer, Bengaluru","Nov, 2022",3,"LG 7 kg 5 Star with Steam, Inverter Direct Drive Technology, 6 Motion DD, Touch Panel and 1200 RPM Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (FHM1207SDM)"
4331,627,Ok Good,"Certified Buyer, Kurnool","Sep, 2022",3,"LG 7 kg 5 Star with Steam, Inverter Direct Drive Technology, 6 Motion DD, Touch Panel and 1200 RPM Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (FHM1207SDM)"
4332,628,Rat cover is missing! Deliver it ASAP. Useless Flipkart customer care is not reachable through app. You select an option and it makes you wait forever before returning an answer.,"Certified Buyer, Amritsar","Aug, 2022",3,"LG 7 kg 5 Star with Steam, Inverter Direct Drive Technology, 6 Motion DD, Touch Panel and 1200 RPM Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (FHM1207SDM)"
4333,629,"Not upto the mark. My old 7kg lg front load was better than this 9kg. Unable to rotate after 4kg of dry weight. Not worth, samsung might be better","Certified Buyer, Karad",Today,3,"LG 7 kg 5 Star with Steam, Inverter Direct Drive Technology, 6 Motion DD, Touch Panel and 1200 RPM Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (FHM1207SDM)"
4334,630,"Touch screen very sensitive.

Not taking fabric conditioner from the tray","Certified Buyer, Kayalpattinam",4 days ago,3,"LG 7 kg 5 Star with Steam, Inverter Direct Drive Technology, 6 Motion DD, Touch Panel and 1200 RPM Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (FHM1207SDM)"
4335,631,Not better performance,"Certified Buyer, Jaipur",11 days ago,3,"LG 7 kg 5 Star with Steam, Inverter Direct Drive Technology, 6 Motion DD, Touch Panel and 1200 RPM Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (FHM1207SDM)"
4336,632,"Product is good
But installation by company took more time.
Check water pressure before installing.","Certified Buyer, Vasai Virar",24 days ago,3,"LG 7 kg 5 Star with Steam, Inverter Direct Drive Technology, 6 Motion DD, Touch Panel and 1200 RPM Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (FHM1207SDM)"
4337,633,Good,"Certified Buyer, Tirupathi District",1 month ago,3,"LG 7 kg 5 Star with Steam, Inverter Direct Drive Technology, 6 Motion DD, Touch Panel and 1200 RPM Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (FHM1207SDM)"
4338,634,Super performance,"Certified Buyer, West Godavari District","Jul, 2023",5,"LG 7 kg 5 Star with Steam, Inverter Direct Drive Technology, 6 Motion DD, Touch Panel and 1200 RPM Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (FHM1207SDM)"
4339,635,Small,"Certified Buyer, Jambusar",4 days ago,1,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4340,636,Size is too small worst service by Flipkart,"Certified Buyer, Jammu",1 month ago,1,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4341,637,No good quality just ok delivery is very bad body is poor quality and quality is not good,"Certified Buyer, Paradip",3 months ago,1,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4342,638,High volume high vibration,"Certified Buyer, New Delhi",4 months ago,1,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4343,639,Delivery boy was quite rude. The driver rudely denied to support the delivery boy as he was struggling to carry the box rather they forced us to support the box. Also for a moment there was a heated discussion.,"Certified Buyer, Gurugram",4 months ago,1,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4344,640,Facing problem from very 1st day every day facing new problem,"Certified Buyer, New Delhi",5 months ago,1,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4345,641,Worst product... Very noisy,"Certified Buyer, Kalyan",5 months ago,1,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4346,642,Product drum is too small.pls don't take this one,"Certified Buyer, Visakhapatnam",6 months ago,1,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4347,643,Technical issue,"Certified Buyer, Sonkatch",9 months ago,1,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4348,644,"The noise this washing machine makes is just horrible
Too loud","Certified Buyer, Naugarh",9 months ago,1,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4349,645,The product is Ok but the service is not good It was Taken last 20 days back but it is still Not Done the installation no one will contact us.. Filpkart service is also very bad Don't purchase,"Certified Buyer, Bail Hongal",9 months ago,1,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4350,646,"I received LG Washing Machine on 9th Nov 21
And installation not done till the date. No response from Flipkart and LG, very pathetic","Certified Buyer, Trivandrum","Nov, 2021",1,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4351,647,As per specs of 8.5kg size not accurate it smaller than all washing machine lg 8.5kg size is equal to 6.5 kg of any brand washing machine,"Certified Buyer, Fazilka District",4 months ago,2,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4352,648,Small size not 8.5kg washing machine,"Certified Buyer, Hisar",5 months ago,2,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4353,649,"I bought this product on Diwali offer. It was selected 8.5 kg but the size is equal to 6.5 kg.
It does sound while using this machine while washing the clothes.
It's not value for the money. Don't buy online.","Certified Buyer, Ghaziabad",9 months ago,2,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4354,650,"Performance is not so good, clothes are not cleaning properly","Certified Buyer, Shahjahanpur","Aug, 2023",2,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4355,651,Not proper body Size,"Certified Buyer, Chandigarh","Jul, 2023",2,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4356,652,Product is okay. Replacement facility is not upto expectation.,"Certified Buyer, Chandigarh","Nov, 2021",3,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4357,653,Size difference is lot as a purchase 8.5 kg in comparison to 9 kg,"Certified Buyer, Kaithal",11 months ago,3,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4358,654,Good,"Certified Buyer, Muzaffarpur District","Nov, 2021",3,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4359,655,Not bad not good ok ok,"Certified Buyer, Ysr District",29 days ago,3,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4360,656,Okay,"Certified Buyer, Mandhar Industrial Area",4 months ago,3,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4361,657,good proud,"Certified Buyer, Daund",4 months ago,3,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4362,658,Good product,"Certified Buyer, Bengaluru",4 months ago,3,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4363,659,No Thanks,"Certified Buyer, Patna",4 months ago,3,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4364,660,"Super
Price more
Need gift a cover","Certified Buyer, Kottarakkara",6 months ago,3,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4365,661,Good,"Certified Buyer, Hapur",9 months ago,3,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4366,662,"Very nice product by LG and satisfied shopping with Flipkart ,🙂","Certified Buyer, Jalandhar",9 months ago,3,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4367,663,Good,"Certified Buyer, Navi Mumbai",9 months ago,3,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4368,664,Cover not attched macine and not proper hook to attached cover,"Certified Buyer, Hingoli",9 months ago,3,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4369,665,Very Good product,"Certified Buyer, Kanpur",9 months ago,3,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4370,666,Washing area small not actual 8.5kgs Size,"Certified Buyer, Ludhiana",9 months ago,3,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4371,667,speed of washing bucket motor is not so efficient,"Certified Buyer, Lucknow",11 months ago,3,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4372,668,No buzzer working,"Certified Buyer, Malappuram District",11 months ago,3,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4373,669,Goog machine,"Certified Buyer, New Delhi",5 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4374,670,"very good value of money, work is very good 👍","Certified Buyer, Patna City",9 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4375,671,GOOD PERFORMANCE👍👍👍,"Certified Buyer, New Delhi",9 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4376,672,Nice product,"Certified Buyer, Piduguralla","Jun, 2022",4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4377,673,Good,"Certified Buyer, Tuticorin",7 days ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4378,674,Making noise during running,"Certified Buyer, Bhiwadi",15 days ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4379,675,Nice product,"Certified Buyer, Bathinda",20 days ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4380,676,Till now nice,"Certified Buyer, Bokakhat",25 days ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4381,677,Nice to have👍🏻,"Certified Buyer, Muzaffarnagar",1 month ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4382,678,Nice,"Certified Buyer, Vaishali District",1 month ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4383,679,Good,"Certified Buyer, Saharsa District",1 month ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4384,680,Good,"Certified Buyer, Pimpri Chinchwad",1 month ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4385,681,Best product,"Certified Buyer, New Delhi",1 month ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4386,682,It is not working properly. All customers should buy from market so that we we can check.,"Certified Buyer, Hanumangarh",1 month ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4387,683,All over experience is good for this products.,"Certified Buyer, Nagal Chaudhry",1 month ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4388,684,Over all quality is absolutely very very nice. Built quality everything but only issue is there is no such place to hold wire.,"Certified Buyer, Kathua",2 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4389,685,"The product is good one.
The connection wire length is small.
And the draining pipe is too small.
Other are very good. Thanks flipkart.","Certified Buyer, Balangir",2 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4390,686,"Semi automatic washing machine which is from LG company and its weight is 8.5 kg and it washes clothes well, this is the best washing machine from all companies thanks Flipkart","Certified Buyer, Saran District",3 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4391,687,Nyc product thanks flipkart,"Certified Buyer, Maina Maujpur",4 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4392,688,Good product,"Certified Buyer, Rajkot",4 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4393,689,"Good
Value for money
Instalation didnt done","Certified Buyer, Chilakaluripet",4 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4394,690,Valuable product,"Certified Buyer, Hisar District",4 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4395,691,LG washing machine best work,"Certified Buyer, Navi Mumbai",4 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4396,692,Very nice product👌👌,"Certified Buyer, Mumbai",4 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4397,693,Good Product,"Certified Buyer, Chandausi",4 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4398,694,Good pro,"Certified Buyer, Kanpur Dehat District",4 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4399,695,Good,"Certified Buyer, Tadpatri",5 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4400,696,"It is a very good washing machine, you can also take it all.","Certified Buyer, Ghaziabad",5 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4401,697,Good quality and product.Nice Awesome 👍,"Certified Buyer, Kushinagar",5 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4402,698,"Good product
Little but expensive but is expected from well known brand like LG.
offer good quality.","Certified Buyer, Mumbai",5 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4403,699,Value for money go for it.,"Certified Buyer, Dhar",5 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4404,700,"Pros
Can wash 8.5 kg of clothes means you can use in large families too
Easy to install
Easy to use
And can use washing and spining at same time


Cons
Buzzer sound is not good
Spinner vibrates in one and many clothes it need to be balanced","Certified Buyer, Jaipur",6 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4405,701,Lg is best Flipkart thanks,"Certified Buyer, Terdal",6 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4406,702,Good,"Certified Buyer, Chandpur",6 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4407,703,Nice Product,"Certified Buyer, Adra",6 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4408,704,Product 👍 Awesome 👍,"Certified Buyer, Vaishali District",6 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4409,705,Fantastic mind baloing 😉😉😉😉,"Certified Buyer, New Delhi",6 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4410,706,Machine is good but plug in wire is shirt . It should be slightly more to access plugs located at height.,"Certified Buyer, Jammu",6 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4411,707,Good product,"Certified Buyer, Ammavarikuppam",6 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4412,708,Very good 👍,"Certified Buyer, Suar",6 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4413,709,Good,"Certified Buyer, Katihar District",6 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4414,710,Thanks,"Certified Buyer, New Delhi",6 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4415,711,Exllent to prodect,"Certified Buyer, Mughalsarai",6 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4416,712,Very good 👍🏻,"Certified Buyer, Purba Champaran District",7 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4417,713,Everything is good. Just one thing I don't like is that the washer is not joined with its door.,"Certified Buyer, Khairabad Mau District",7 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4418,714,Good,"Certified Buyer, Patna",7 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4419,715,I have been using this model for 15 years So I ordered the same one more time,"Certified Buyer, Nanded",7 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4420,716,Excellent condition and working. Go for it without any doubt.,"Certified Buyer, Azara",7 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4421,717,Good quality,"Certified Buyer, Bastar Division",8 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4422,718,Easy to use and roller Jet work is very nice simply good 💯😊,"Certified Buyer, Shivaji Nagar",8 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
